# Nuclear Modification Factor R_{AA} from CUJET3.1
# 16O-16O collisions, \sqrt{s_{NN}} = 5.36TeV, centrality range see below.
# Centrality range: 0-10%
# RAA band due to theoretical uncertainty of coupling constant
# see (https://inspirehep.net/literature/1728866) and (https://inspirehep.net/literature/1666029) for more details
# central curve: \alpha_c = 0.9, c_m = 0.25
# upper bound:   \alpha_c = 0.8, c_m = 0.22
# lower bound:   \alpha_c = 1.0, c_m = 0.28
# pT(GeV)	RAA_central RAA_upper	RAA_lower

10	0.462494	0.507009	0.423973
10.5	0.471743	0.516369	0.432967
11	0.480649	0.525358	0.44165
11.5	0.489208	0.533973	0.450017
12	0.49745	0.542247	0.458095
12.5	0.505378	0.550181	0.465885
13	0.513016	0.557807	0.473411
13.5	0.520374	0.565132	0.48068
14	0.527477	0.572183	0.487713
14.5	0.534332	0.578972	0.494519
15	0.540963	0.585521	0.501117
15.5	0.547377	0.591841	0.507513
16	0.553593	0.597952	0.513725
16.5	0.559619	0.603862	0.519761
17	0.565471	0.609591	0.525632
17.5	0.571155	0.615143	0.531345
18	0.576683	0.620533	0.536912
18.5	0.582059	0.625767	0.542334
19	0.587294	0.630854	0.547622
19.5	0.592391	0.6358	0.552779
20	0.597356	0.64061	0.557809
20.5	0.602193	0.645289	0.562717
21	0.606907	0.649843	0.567508
21.5	0.611502	0.654274	0.572183
22	0.615982	0.658588	0.576749
22.5	0.620351	0.662789	0.581208
23	0.624614	0.666882	0.585564
23.5	0.628774	0.670871	0.589821
24	0.632838	0.674762	0.593984
24.5	0.636805	0.678555	0.598055
25	0.640684	0.682259	0.602038
25.5	0.644474	0.685874	0.605936
26	0.648182	0.689406	0.609753
26.5	0.65181	0.692858	0.613491
27	0.65536	0.696232	0.617153
27.5	0.658835	0.699532	0.620741
28	0.662238	0.702761	0.624258
28.5	0.665572	0.705921	0.627706
29	0.668837	0.709013	0.631085
29.5	0.672035	0.71204	0.634398
30	0.675169	0.715004	0.637648
30.5	0.678239	0.717904	0.640833
31	0.681246	0.720744	0.643956
31.5	0.684193	0.723524	0.647018
32	0.687079	0.726246	0.65002
32.5	0.689907	0.728909	0.652964
33	0.692678	0.731517	0.655851
33.5	0.695393	0.734071	0.658682
34	0.698054	0.736572	0.66146
34.5	0.700661	0.73902	0.664183
35	0.703218	0.741418	0.666857
35.5	0.705724	0.743767	0.66948
36	0.708181	0.746068	0.672054
36.5	0.710592	0.748323	0.674582
37	0.712957	0.750534	0.677064
37.5	0.715278	0.752702	0.679503
38	0.717556	0.754827	0.681898
38.5	0.719794	0.756912	0.684253
39	0.721993	0.75896	0.686569
39.5	0.724152	0.760969	0.688845
40	0.726276	0.762944	0.691086
40.5	0.728363	0.764883	0.69329
41	0.730416	0.766789	0.69546
41.5	0.732436	0.768663	0.697596
42	0.734423	0.770504	0.699699
42.5	0.736379	0.772316	0.70177
43	0.738303	0.774097	0.703809
43.5	0.740198	0.77585	0.705818
44	0.742063	0.777574	0.707797
44.5	0.743898	0.77927	0.709746
45	0.745706	0.780939	0.711666
45.5	0.747485	0.78258	0.713558
46	0.749235	0.784194	0.715421
46.5	0.750958	0.785781	0.717255
47	0.752654	0.787343	0.719062
47.5	0.754324	0.78888	0.720844
48	0.755968	0.79039	0.722598
48.5	0.757586	0.791877	0.724326
49	0.759179	0.793339	0.726029
49.5	0.760747	0.794778	0.727707
50	0.762291	0.796193	0.729361
50.5	0.763812	0.797585	0.73099
51	0.76531	0.798955	0.732597
51.5	0.766785	0.800303	0.734181
52	0.768238	0.801629	0.735742
52.5	0.769669	0.802934	0.737281
53	0.771078	0.804218	0.738798
53.5	0.772467	0.805482	0.740296
54	0.773837	0.806727	0.741772
54.5	0.775186	0.807953	0.743229
55	0.776516	0.809159	0.744665
55.5	0.777827	0.810348	0.746082
56	0.779119	0.811519	0.74748
56.5	0.780393	0.812671	0.748859
57	0.781649	0.813807	0.75022
57.5	0.782887	0.814926	0.751562
58	0.784107	0.816028	0.752886
58.5	0.78531	0.817113	0.754192
59	0.786495	0.818181	0.755478
59.5	0.787663	0.819233	0.756748
60	0.788812	0.820267	0.757998
60.5	0.789946	0.821286	0.759231
61	0.79106	0.822287	0.760445
61.5	0.792157	0.823272	0.761641
62	0.793236	0.824239	0.762818
62.5	0.794298	0.825191	0.763978
63	0.795341	0.826124	0.765118
63.5	0.796369	0.827043	0.766241
64	0.797377	0.827943	0.767344
64.5	0.798369	0.828828	0.768431
65	0.799342	0.829696	0.769498
65.5	0.800298	0.830547	0.770546
66	0.801237	0.831382	0.771577
66.5	0.802157	0.832199	0.772589
67	0.803061	0.833001	0.773583
67.5	0.803947	0.833786	0.774558
68	0.804814	0.834553	0.775515
68.5	0.805664	0.835304	0.776453
69	0.806497	0.836039	0.777374
69.5	0.807312	0.836757	0.778275
70	0.808108	0.837457	0.779157
70.5	0.808888	0.838142	0.780022
71	0.80965	0.83881	0.780869
71.5	0.810394	0.83946	0.781696
72	0.81112	0.840094	0.782504
72.5	0.811828	0.840711	0.783295
73	0.812519	0.841312	0.784067
73.5	0.813192	0.841896	0.78482
74	0.813847	0.842463	0.785555
74.5	0.814486	0.843015	0.786272
75	0.815106	0.843548	0.78697
75.5	0.815709	0.844066	0.78765
76	0.816294	0.844567	0.788312
76.5	0.81686	0.84505	0.788954
77	0.817409	0.845517	0.789578
77.5	0.817942	0.845968	0.790185
78	0.818455	0.846401	0.790772
78.5	0.818951	0.846817	0.791341
79	0.819431	0.847219	0.791893
79.5	0.819892	0.847602	0.792425
80	0.820334	0.847967	0.792939
